cleaned_text,Vader,RoBERTa
'trump say china promised buy boeing aircraft buy general electric engine believed c919 exchange visit china response special need china barely respond without sacrificing national interest international morality united state involved tariff war iraq war kidnapping president robbing hong kong oil tanker failing fulfill base responsibility middle east failing protect local people fled wilderness countering blockade strait bombing merchant ship .. world refugee piracy act humanity internationally unacceptable china not_want receive side not_help united state make mess `` 川普稱中國已承諾增購波音飛機並採購通用電氣發動機 '' ，相信是供c919，是交換 此次訪華是應特需求，中國逢場作戲，勉強應對，不會犧牲國民利益、國際道義；美國在關稅戰、伊戰、綁委總統、搶香港油輪、在中東不履行基地責任，不保護當地落荒而逃、反封鎖海峽、轟商船…在在都是國際所不容嘅流民、海盜、反人類行為，中國根本不想接待特。現在是雙方都奈何不了對方，美國只能自己搞返個爛攤子。,-1,-1
imagine going productive country not_seeing protest major city fire zombie criminal running thing seeing organization technological advancement happy people justify people somehow better justify war monger peedoughs on…,-1,-1
look know stake high need stick script would one occasion sure speech writer begged not_go script think reviewing note make sure '' go one tangent suspect long trip pretty tired allso ever expereince listening interpreter trying communicate way not_exactly easy term cognitive demand,1,-1
red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,0,0
lego man got meet real sun tzu guarantee mad shit talking visit looking pete,-1,0
certainly appears xi sitting significantly higher cushion trump interesting also no mention possibility fatigue/stress hour flight dc surely play body language,1,1
thucydides trap thumbs_up,-1,0
president xi speaking historical effecting global change term .. trump 's impressed arrival party dawned .. trump america become crying_face,1,0
trump hiding loin absolute dominance xi grinning_face_with_sweat,-1,0
course mention child,0,0
u second best country,1,1
china bos leader relaxed,1,0
masterful not_let monster position power,0,0
not_the best time president trump visit china,1,-1
take closer look chinese soldier orchestra body language enough,0,0
meeting xi wanted got needed bean beef farmland boeing deal lastly three 's technology thousand chinese student coming america tariff reduced taiwain back,0,0
trump want something otherwise wouldent invited tech gigants come airforce 1.1,1,0
dude meeting shall analyzed two cultural lens i.e asian western chinese naturally composed not_to taken bossy western leader warm smiling face offer space not_mean giving someone lead,1,0
review erika kirk next,0,0
america china found fragile world economy cheap oil stability america realize think trump going back away stance taiwan america turn debt blockchain chinese purchase dead,-1,0
man channel let ask one single question arentou democrat party guy let understand `` video '',1,0
looking due lack confidence falling asleep,1,-1
trump instead video guy finally know handle guest china show respect host,1,0
not_need determine not_only whole country see keep pointing like effect kid good herit need doc decipher,1,0
love respect donald trump .. save world evil force,1,1
dump ifu think read trump .. grand master dealing .. couse look weak .. hebis year old man still fighting u .. get no fu .. k ng respect appreciation,1,-1
admire xi 3:04 decided handshake let go trump 's hand turned press left trump standing `` alone '' trump awkwardly turned press also brilliant,1,0
dr. g got kouri richen ’ sentencing please folded_hands,1,0
rewatch obama v brown,0,0
trump slouching lot trip especially sitting next president xi sign defeat lacked confidence,1,-1
called maggot not_maga,0,0
thucydides trap describes tension occurs rapidly rising power threatens displace established ruling power historically creates high risk war two nation trump look like kid called principal 's office,-1,0
always enjoyed take people however exposing tds dislike thing trump obvious prejudice make hard take opinion seriously fully expect comment removed done,-1,0
think put bit bored language barrier wait interpreter first thought,-1,0
let xi take lead extended hand xi meet trump cabinet surprised not_note,1,0
trump touched vehicle keep balance read much opinion express xi not_appear stand front trump ai,0,0
exactly jet lag plus age making effect trump considered,-1,0
trump pathetic `` puppet '' .. world 's powerful tyrant china russia north korea know precisely manipulate .. thay know incredibly stupid admires dictator desoerately desire join rank importantly know `` play '' simply appealing fragile ego perhaps offering bribe gift personal award pathetic,1,-1
biggest economy world warhead v warheads… idjit asking hold power… want make money views…,1,0
:55 maybe device trump 's pocket related ear mic tap could way relaying message like `` '' `` heard '' `` listening '' mayvbe sign language like pictcher 's use baseball interesting trump touch thing maybe day find compulsion touch thing :15 repeated suit touching could similar shoulder shrugging .. dignified .. country club style version shoulder shrugging maybe tic,1,0
fire urgent warning america burn .. mediocre 1980s dad read book written romainian preacher dimitru duduman book 'through fire without burning detail true story faith persecution exile highlighting duduman 's unwavering commitment god amidst brutal torture imprisonment former soviet union native country romainia end book duduman shared prophetic warning america god revealed mr. duduman said angel lord shared detailing america 's end god 's judgement america said angel told day russian president would tell chinese president nation no longer live thumb america russian leader would tell chinese leader take taiwan force america move defend taiwan russia partner attack america 's mainland missile targeting america 's nuclear stockpile america burn god eventually convinced duduman move family america no tie nor could speak understand english language god opened door take place mr. duduman travel across united state preaching sharing warning american church god told due america 's embracing sexual general moral perversion would someday judge america fiercely rapture church god told would protect people like protected daniel lion den hebrew boy fiery furnace notable detail attack often show people actual world news article showing particular detail manifested reality year ago saw political military alliance forming across globe caused begin research prophetic warning dad shared back mediocre 1980s researched everything could find internet even found book read though book not_primarily warning fire not_a fearful person nor seek believe conspiracy etc realist nature said began concerned prophetic warning had/have family one saturday morning wife kid town home alone awoke woke thought deep concern mind grabbed phone began searching see could discover prophetic warning america 's end eventually ran across mr. duduman 's former ministry learned saturday morning called 'hand help ministry grabbed attention ministry run operated mr duduman 's grandson geared towards child less fortunate ministry included orphanage considering love child former foster parent blessed adopt foster child god 's work across world information name ministry 'hand help really taken learning info name ministry 'hand help layed phone began cry god prayer asked god though not_fear concerned asked god much ado nothing would actually occur god witness home phone rang praying asking god not_immediately answer home phone usually spam caller fervent prayer rang figured person calling would leave voicemail eventually stopped praying walked bathroom went check caller id read home phone caller id essentially paralyzed minute could not_move not_out fear due fact creator exists heard prayer answered realtime waking morning burdened prophetic warning learning name deceased dead 27+ year mr. duduman 's ministry 'hand help ministry asking god confirm debunk prophetic warning fire home phone received call read `` helping hand ministry '' not_the math not_a call cell phone home phone checked see caller left message found none number alabama area code lived mississippi gulf coast 3-4 year tear eye lived previous year savannah georgia area searched google name ministry called home found appeared independent charity jefferson county alabama area called number multiple time nobody answered call finally called back left detailed voicemail begging people call back leaving email address home phone cell phone number love god 's work family would send donation would call back .. never received call draw conclusion regard shared believe god supernaturally orchestrated phone call home phone praying asking god validity lack thereof 40+ year old prophetic warning week occurred fervently sought god asked anyone could possibly survive nuclear incident like prophetic warning described glad share clear concise way god also revealed based absolutely specific relevant scripture,1,0
